AmeCode,type,elems,lat,lon,alt,kjName,knName,enName,time,rain_1h_mm,rain_qual,wind_max_ms,wind_qual,wind_dir,wind_dir_qual,temp_max_c,temp_qual
12451,C,11112010,43.70166666666667,142.50833333333333,215,東川,ヒガシカワ,Higashikawa,2024-10-22 14:00:00,0.0,8,3.7,4,南南東,4,19.4,4
12457,C,1000000,43.736666666666665,142.63833333333332,289,瑞穂,ミズホ,Mizuho,2024-10-22 14:00:00,0.0,8,,,,,,
12471,C,1000100,43.75333333333333,142.93,540,層雲峡,ソウウンキョウ,Sounkyo,2024-10-22 14:00:00,0.0,8,,,,,,
12501,C,11110100,43.67,142.44666666666666,211,東神楽,ヒガシカグラ：旭川空港,Higashi-Kagura,2024-10-22 14:00:00,0.0,8,7.4,4,南,4,18.5,4
12512,C,11112000,43.64333333333333,142.58166666666668,310,志比内,シビナイ,Shibinai,2024-10-22 14:00:00,0.0,8,3.8,4,南東,4,19.4,4
12551,C,11112110,43.58833333333333,142.49333333333334,250,美瑛,ビエイ,Biei,2024-10-22 14:00:00,0.0,8,4.4,4,南,4,19.5,4
12596,C,11112000,43.455,142.465,220,上富良野,カミフラノ,Kami-Furano,2024-10-22 14:00:00,0.0,8,4.8,4,南,4,20.2,4
12607,C,1000000,43.475,142.65,658,白金,シロガネ,Shirogane,2024-10-22 14:00:00,0.0,8,,,,,,
12626,C,11112110,43.333333333333336,142.4,174,富良野,フラノ,Furano,2024-10-22 14:00:00,0.0,8,3.6,4,南南西,4,20.6,4
12632,C,11112010,43.30166666666667,142.52166666666668,315,麓郷,ロクゴウ,Rokugo,2024-10-22 14:00:00,0.0,8,5.2,4,南南西,4,19.5,4
12686,C,1000000,43.138333333333335,142.41666666666666,284,金山,カナヤマ,Kanayama,2024-10-22 14:00:00,0.0,8,,,,,,
12691,C,11112110,43.16833333333334,142.56833333333333,350,幾寅,イクトラ,Ikutora,2024-10-22 14:00:00,0.0,8,4.8,4,東,4,19.9,4
12746,C,11112100,42.97833333333333,142.395,332,占冠,シムカップ,Shimukappu,2024-10-22 14:00:00,0.0,8,4.8,4,南,4,18.3,4
13011,C,1000000,45.00666666666667,141.85166666666666,5,幌延,ホロノベ,Horonobe,2024-10-22 14:00:00,0.0,8,,,,,,
13061,C,11112110,44.89333333333333,141.76166666666666,9,天塩,テシオ,Teshio,2024-10-22 14:00:00,0.0,8,9.9,4,南南西,4,16.5,4
13086,C,11112000,44.71833333333333,141.80666666666667,7,遠別,エンベツ,Enbetsu,2024-10-22 14:00:00,,1,5.3,4,西南西,4,17.6,4
13121,C,11112110,44.52333333333333,141.77,27,初山別,ショサンベツ,Shosanbetsu,2024-10-22 14:00:00,0.0,8,7.4,4,南西,4,18.0,4
13146,C,11112010,44.428333333333335,141.42166666666665,38,焼尻,ヤギシリ,Yagishiri,2024-10-22 14:00:00,0.0,8,13.3,4,南南西,4,16.8,4
13181,B,11111111,44.36333333333334,141.7,8,羽幌,ハボロ,Haboro,2024-10-22 14:00:00,0.0,8,6.4,4,南西,4,19.5,4
13206,C,1000100,44.265,141.72166666666666,15,古丹別,コタンベツ,Kotanbetsu,2024-10-22 14:00:00,0.0,8,,,,,,
13261,C,11112000,44.04833333333333,141.85666666666663,30,達布,タップ,Tappu,2024-10-22 14:00:00,0.0,8,4.1,4,南,4,19.3,4
13277,B,11111111,43.945,141.63166666666666,24,留萌,ルモイ,Rumoi,2024-10-22 14:00:00,0.0,8,6.9,4,東南東,4,19.0,4
13311,C,11112010,43.848333333333336,141.51,20,増毛,マシケ,Mashike,2024-10-22 14:00:00,0.0,8,5.7,4,南南西,4,21.2,4
13321,C,11112100,43.85333333333333,141.76,20,幌糠,ホロヌカ,Horonuka,2024-10-22 14:00:00,0.0,8,5.1,4,南,4,19.4,4
14026,C,11112010,43.58166666666666,141.38666666666666,3,浜益,ハママス,Hamamasu,2024-10-22 14:00:00,0.0,8,6.8,4,東,4,20.2,4
14071,C,11112100,43.39666666666667,141.43666666666667,5,厚田,アツタ,Atsuta,2024-10-22 14:00:00,0.0,8,5.0,4,南東,4,20.6,4
14101,C,11112100,43.22,141.645,9,新篠津,シンシノツ,Shinshinotsu,2024-10-22 14:00:00,0.0,8,6.7,4,南南東,4,18.4,4
14116,C,11112010,43.14833333333333,141.22166666666666,5,山口,ヤマグチ,Yamaguchi,2024-10-22 14:00:00,0.0,8,5.8,4,南東,4,20.6,4
14121,C,11112110,43.193333333333335,141.37,5,石狩,イシカリ,Ishikari,2024-10-22 14:00:00,0.0,8,3.2,4,南南東,4,20.0,4
14136,C,11112000,43.11,141.60166666666666,8,江別,エベツ,Ebetsu,2024-10-22 14:00:00,0.0,8,6.8,4,南南東,4,19.4,4
14157,C,1000000,43.083333333333336,141.20166666666665,568,手稲山,テイネヤマ,Mt.Teine,2024-10-22 14:00:00,0.0,8,,,,,,
14163,A,11111111,43.06,141.32833333333335,17,札幌,サッポロ,Sapporo,2024-10-22 14:00:00,0.0,8,6.9,4,南,4,20.3,4
14191,C,1000100,42.96333333333333,141.21666666666667,230,小金湯,コガネユ,Koganeyu,2024-10-22 14:00:00,0.0,8,,,,,,
14206,C,11112110,42.92666666666667,141.565,30,恵庭島松,エニワシママツ,Eniwa-Shimamatsu,2024-10-22 14:00:00,0.0,8,4.9,4,南,4,19.7,4
14286,C,11112010,42.77166666666667,141.40666666666667,290,支笏湖畔,シコツコハン,Lake-shore Shikotsu,2024-10-22 14:00:00,0.0,8,2.0,4,西南西,4,15.9,4
14296,C,11110100,42.775,141.69166666666666,22,千歳,チトセ：新千歳空港,Chitose,2024-10-22 14:00:00,0.0,8,8.5,4,南南東,4,19.3,4
15041,C,11112110,44.281666666666666,142.16166666666666,255,朱鞠内,シュマリナイ,Shumarinai,2024-10-22 14:00:00,0.0,8,4.4,4,南,4,17.8,4
15076,C,11112100,44.01,142.16,159,幌加内,ホロカナイ,Horokanai,2024-10-22 14:00:00,0.0,8,6.5,4,南南西,4,18.3,4
15116,C,11112110,43.815,141.92666666666668,63,石狩沼田,イシカリヌマタ,Ishikari-Numata,2024-10-22 14:00:00,0.0,8,6.8,4,南,4,18.2,4
15156,G,11112110,43.78,141.96166666666667,51,秩父別,チップベツ,Chippubetsu,2024-10-22 14:00:00,0.0,8,6.9,4,南南西,4,18.8,4
15161,C,11112100,43.71833333333333,142.07333333333332,55,深川,フカガワ,Fukagawa,2024-10-22 14:00:00,0.0,8,5.9,4,南西,4,19.0,4
15197,C,1000000,43.66,141.89166666666668,42,雨竜,ウリュウ,Uryu,2024-10-22 14:00:00,0.0,8,,,,,,
15216,C,1000000,43.611666666666665,142.20333333333335,147,新城,シンジョウ,Shinjo,2024-10-22 14:00:00,0.0,8,,,,,,
15231,C,11112010,43.595,141.73166666666663,100,空知吉野,ソラチヨシノ,Sorachi-Yoshino,2024-10-22 14:00:00,0.0,8,3.8,4,西北西,4,19.5,4
15241,C,11112110,43.57,141.93833333333333,50,滝川,タキカワ,Takikawa,2024-10-22 14:00:00,0.0,8,7.5,4,南南西,4,18.9,4
15247,C,1000000,43.553333333333335,142.06666666666666,120,赤平,アカビラ,Akabira,2024-10-22 14:00:00,0.0,8,,,,,,
15251,C,11112100,43.52,142.19,91,芦別,アシベツ,Ashibetsu,2024-10-22 14:00:00,0.0,8,3.7,4,南,4,19.3,4
15276,C,1000000,43.428333333333335,141.80833333333334,25,浦臼,ウラウス,Urausu,2024-10-22 14:00:00,0.0,8,,,,,,
15311,C,11112000,43.33,141.61666666666667,50,月形,ツキガタ,Tsukigata,2024-10-22 14:00:00,0.0,8,6.5,4,南,4,19.5,4
15321,C,11112100,43.36333333333334,141.82666666666665,16,美唄,ビバイ,Bibai,2024-10-22 14:00:00,0.0,8,7.9,4,南南西,4,20.0,4
15356,B,11111111,43.211666666666666,141.785,42,岩見沢,イワミザワ,Iwamizawa,2024-10-22 14:00:00,0.0,8,7.3,4,南,4,19.4,4
15391,C,1000000,43.12166666666667,141.745,20,栗沢,クリサワ,Kurisawa,2024-10-22 14:00:00,0.0,8,,,,,,
15431,C,11112010,43.01166666666666,141.69333333333333,13,長沼,ナガヌマ,Naganuma,2024-10-22 14:00:00,0.0,8,6.4,4,南南東,4,19.2,4
15442,C,11112110,43.03833333333333,141.95666666666668,293,夕張,ユウバリ,Yubari,2024-10-22 14:00:00,0.0,8,3.9,4,東,4,19.1,4
15451,C,1000000,43.08,142.1,310,鹿島,カシマ,Kashima,2024-10-22 14:00:00,0.0,8,,,,,,
15491,C,1000000,42.96,142.02,161,沼の沢,ヌマノサワ,Numanosawa,2024-10-22 14:00:00,0.0,8,,,,,,
16026,C,11112010,43.27166666666667,140.56333333333333,75,美国,ビクニ,Bikuni,2024-10-22 14:00:00,0.0,8,3.2,4,南西,4,18.4,4
16061,C,11112010,43.145,140.42333333333335,50,神恵内,カモエナイ,Kamoenai,2024-10-22 14:00:00,0.0,8,4.1,4,南西,4,18.5,4
16076,C,11112110,43.181666666666665,140.75833333333333,20,余市,ヨイチ,Yoichi,2024-10-22 14:00:00,0.0,8,4.8,4,南南西,4,18.5,4
16091,B,11111111,43.181666666666665,141.015,25,小樽,オタル,Otaru,2024-10-22 14:00:00,0.0,8,2.8,4,西南西,4,18.4,4
16126,C,1000100,43.083333333333336,140.82,148,赤井川,アカイガワ,Akaigawa,2024-10-22 14:00:00,0.0,8,,,,,,
16156,C,11112110,42.98,140.60333333333332,15,共和,キョウワ,Kyowa,2024-10-22 14:00:00,,1,4.8,4,南南東,4,17.3,4
16206,C,11112100,42.81,140.54166666666666,39,蘭越,ランコシ,Rankoshi,2024-10-22 14:00:00,0.0,8,3.4,4,南南東,4,18.0,4
16217,B,11111111,42.9,140.75666666666666,176,倶知安,クッチャン,Kutchan,2024-10-22 14:00:00,0.0,8,8.0,4,南西,4,18.2,4
16252,B,11111111,42.795,140.22333333333333,33,寿都,スッツ,Suttsu,2024-10-22 14:00:00,0.0,8,5.9,4,南,4,16.6,4
16272,C,1000000,42.778333333333336,140.66666666666666,113,ニセコ,ニセコ,Niseko,2024-10-22 14:00:00,0.0,8,,,,,,
16281,C,11112000,42.775,140.88,440,真狩,マッカリ,Makkari,2024-10-22 14:00:00,0.0,8,3.2,4,南南東,4,15.3,4
16286,C,11112100,42.79333333333334,140.94833333333332,264,喜茂別,キモベツ,Kimobetsu,2024-10-22 14:00:00,0.0,8,3.5,4,南西,4,18.0,4
16321,C,11112100,42.66333333333333,140.31,27,黒松内,クロマツナイ,Kuromatsunai,2024-10-22 14:00:00,0.0,8,2.7,4,南,4,17.2,4
17036,B,11111111,44.58,142.96333333333334,14,雄武,オウム,Omu,2024-10-22 14:00:00,0.0,8,4.6,4,南西,4,20.1,4
17076,C,11112010,44.47,143.10833333333332,8,興部,オコッペ,Okoppe,2024-10-22 14:00:00,0.0,8,4.9,4,南南西,4,20.2,4
17091,C,11112100,44.33166666666666,142.935,120,西興部,ニシオコッペ,Nishi-Okoppe,2024-10-22 14:00:00,0.0,8,5.0,4,西北西,4,19.8,4
17112,B,11111111,44.345,143.355,16,紋別,モンベツ,Mombetsu,2024-10-22 14:00:00,0.0,8,3.7,4,南西,4,19.2,4
17116,C,11110100,44.303333333333335,143.40333333333334,18,紋別小向,モンベツコムカイ：紋別空港,Mombetsu-Komukai,2024-10-22 14:00:00,0.0,8,4.8,4,東,4,20.4,4
17166,C,11112000,44.21333333333333,143.61833333333334,5,湧別,ユウベツ,Yubetsu,2024-10-22 14:00:00,0.0,8,5.0,4,南南東,4,21.0,4
17196,C,11112100,44.17666666666667,143.06166666666667,165,滝上,タキノウエ,Takinoue,2024-10-22 14:00:00,0.0,8,5.9,4,西,4,21.1,4
17211,C,1000000,44.18666666666667,143.335,94,上藻別,カミモベツ,Kamimobetsu,2024-10-22 14:00:00,0.0,8,,,,,,
17246,C,11112010,44.115,144.03666666666666,3,常呂,トコロ,Tokoro,2024-10-22 14:00:00,0.0,8,10.4,4,南南西,4,21.6,4
17306,C,11112110,44.053333333333335,143.54,80,遠軽,エンガル,Engaru,2024-10-22 14:00:00,0.0,8,3.5,4,東南東,4,22.5,4
17316,C,11112100,44.01833333333333,143.76,54,佐呂間,サロマ,Saroma,2024-10-22 14:00:00,0.0,8,5.7,4,南南西,4,21.6,4
17341,A,11111111,44.016666666666666,144.27833333333334,38,網走,アバシリ,Abashiri,2024-10-22 14:00:00,0.0,8,5.9,4,南西,4,21.7,4
17351,C,11112100,44.05166666666667,144.98166666666663,144,宇登呂,ウトロ,Utoro,2024-10-22 14:00:00,0.0,8,2.3,4,南南東,4,19.7,4
17386,C,1000000,43.95166666666667,143.32833333333335,242,丸瀬布,マルセップ,Maruseppu,2024-10-22 14:00:00,0.0,8,,,,,,
17482,C,11112100,43.865,143.15333333333334,475,白滝,シラタキ,Shirataki,2024-10-22 14:00:00,0.0,8,4.6,4,西,4,19.3,4
17501,C,11112010,43.91666666666666,143.53166666666667,199,生田原,イクタハラ,Ikutahara,2024-10-22 14:00:00,0.0,8,3.9,4,南南東,4,20.5,4
17512,C,1000000,43.86,143.74666666666667,261,仁頃山,ニコロヤマ,Mt.Nikoro,2024-10-22 14:00:00,0.0,8,,,,,,
17521,C,11112110,43.77666666666666,143.84166666666667,104,北見,キタミ,Kitami,2024-10-22 14:00:00,0.0,8,9.4,4,南,4,20.1,4
17531,C,11110100,43.88,144.16333333333333,33,女満別,メマンベツ：女満別空港,Memanbetsu,2024-10-22 14:00:00,0.0,8,7.6,4,南南西,4,21.8,4
17541,C,1000000,43.84,144.285,58,東藻琴,ヒガシモコト,Higashi-Mokoto,2024-10-22 14:00:00,0.0,8,,,,,,
17546,C,11112010,43.84166666666667,144.485,52,小清水,コシミズ,Koshimizu,2024-10-22 14:00:00,0.0,8,9.6,4,南,4,20.7,4
17561,C,11112100,43.885,144.7,15,斜里,シャリ,Shari,2024-10-22 14:00:00,0.0,8,11.9,4,南南西,4,21.6,4
17596,C,11112110,43.74166666666667,143.45,325,留辺蘂,ルベシベ,Rubeshibe,2024-10-22 14:00:00,0.0,8,3.9,4,東北東,4,20.0,4
17607,C,11112010,43.70666666666666,143.64333333333337,184,境野,サカイノ,Sakaino,2024-10-22 14:00:00,0.0,8,8.8,4,南,4,19.3,4
17631,C,11112010,43.77,144.17166666666665,60,美幌,ビホロ,Bihoro,2024-10-22 14:00:00,0.0,8,6.4,4,南南西,4,21.6,4
17642,C,1000000,43.74333333333333,144.33666666666667,361,山園,ヤマゾノ,Yamazono,2024-10-22 14:00:00,0.0,8,,,,,,
17686,C,1000000,43.62,143.44,368,置戸常元,オケトツネモト,Oketo-Tsunemoto,2024-10-22 14:00:00,0.0,8,,,,,,
17717,C,11112100,43.70166666666667,144.03333333333333,100,津別,ツベツ,Tsubetsu,2024-10-22 14:00:00,0.0,8,6.2,4,南南西,4,21.4,4
17776,C,1000000,43.583333333333336,143.865,210,津別二又,ツベツフタマタ,Tsubetsu-Futamata,2024-10-22 14:00:00,,1,,,,,,
18038,C,11112110,44.02333333333333,145.18666666666667,15,羅臼,ラウス,Rausu,2024-10-22 14:00:00,0.0,8,6.1,4,東,4,19.9,4
18091,C,1000000,43.72166666666666,144.98833333333334,115,糸櫛別,イトクシベツ,Itokushibetsu,2024-10-22 14:00:00,0.0,8,,,,,,
18136,C,11112010,43.66166666666667,145.13166666666666,3,標津,シベツ,Shibetsu,2024-10-22 14:00:00,0.0,8,6.1,4,南南西,4,20.9,4
18161,C,11112000,43.52,144.74666666666667,160,上標津,カミシベツ,Kami-shibetsu,2024-10-22 14:00:00,0.0,8,10.1,4,南南西,4,19.2,4
18171,C,11112110,43.54333333333334,144.97833333333332,50,中標津,ナカシベツ,Naka-shibetsu,2024-10-22 14:00:00,0.0,8,7.8,4,南南西,4,20.1,4
18174,C,11110100,43.57666666666667,144.96,65,根室中標津,ネムロナカシベツ：中標津空港,Nemuro-Nakashibetsu,2024-10-22 14:00:00,0.0,8,10.2,4,南西,4,20.6,4
18256,C,11112110,43.38166666666667,145.11833333333334,23,別海,ベツカイ,Betsukai,2024-10-22 14:00:00,0.0,8,5.8,4,南南西,4,20.6,4
18273,B,11111111,43.33,145.585,25,根室,ネムロ,Nemuro,2024-10-22 14:00:00,0.0,8,10.1,4,南,4,18.6,4
18281,C,11112010,43.39333333333333,145.75833333333333,12,納沙布,ノサップ,Nosappu,2024-10-22 14:00:00,0.0,8,8.9,4,南,4,18.4,4
18311,C,11112110,43.22166666666666,145.22666666666666,41,厚床,アットコ,Attoko,2024-10-22 14:00:00,0.0,8,9.9,4,南南西,4,19.2,4
19021,C,11112110,43.61666666666667,144.45666666666668,158,川湯,カワユ,Kawayu,2024-10-22 14:00:00,0.0,8,4.2,4,南南西,4,19.9,4
19051,C,11112010,43.51,144.46666666666667,170,弟子屈,テシカガ,Teshikaga,2024-10-22 14:00:00,0.0,8,8.6,4,南,4,18.9,4
19076,C,11112100,43.43666666666667,144.08333333333334,426,阿寒湖畔,アカンコハン,Lake-Shore Akan,2024-10-22 14:00:00,0.0,8,4.5,4,南南東,4,18.8,4
19151,C,11112110,43.29166666666666,144.58666666666667,20,標茶,シベチャ,Shibecha,2024-10-22 14:00:00,0.0,8,7.4,4,南南西,4,20.5,4
19191,C,11112100,43.23166666666667,144.325,38,鶴居,ツルイ,Tsurui,2024-10-22 14:00:00,0.0,8,5.7,4,南南西,4,19.6,4
19261,C,11112100,43.19833333333333,144.14166666666668,80,中徹別,ナカテシベツ,Nakateshibetsu,2024-10-22 14:00:00,0.0,8,5.8,4,南,4,20.9,4
19281,C,1000000,43.14833333333333,144.49666666666667,25,塘路,トウロ,Toro,2024-10-22 14:00:00,0.0,8,,,,,,
19301,C,1000000,43.17333333333333,144.96666666666667,70,茶内原野,チャナイゲンヤ,Chyanaigenya,2024-10-22 14:00:00,0.0,8,,,,,,
19311,C,11112010,43.12,145.11,2,榊町,サカキマチ,Sakakimachi,2024-10-22 14:00:00,0.0,8,7.5,4,南,4,20.0,4
19346,C,1000000,43.11333333333334,144.1233333333333,40,阿寒,アカン,Akan,2024-10-22 14:00:00,0.0,8,,,,,,
19347,C,11110100,43.04,144.19166666666666,95,鶴丘,ツルオカ：釧路空港,Tsuruoka,2024-10-22 14:00:00,0.0,8,10.1,4,南南西,4,18.6,4
19376,C,11112110,43.09,144.77833333333334,85,太田,オオタ,Ota,2024-10-22 14:00:00,0.0,8,8.2,4,南,4,19.0,4
19406,C,1000000,42.97166666666666,143.875,45,二俣,フタマタ,Futamata,2024-10-22 14:00:00,0.0,8,,,,,,
19416,C,11112110,42.97,144.06166666666667,9,白糠,シラヌカ,Shiranuka,2024-10-22 14:00:00,0.0,8,7.4,4,南,4,18.4,4
19432,A,11111111,42.985,144.3766666666667,5,釧路,クシロ,Kushiro,2024-10-22 14:00:00,0.0,8,13.6,4,南西,4,19.9,4
19451,C,11112010,42.93833333333333,144.735,149,知方学,チッポマナイ,Chippomanai,2024-10-22 14:00:00,0.0,8,12.7,4,南,4,17.2,4
20047,C,1000000,43.51,143.14833333333334,660,三股,ミツマタ,Mitsumata,2024-10-22 14:00:00,0.0,8,,,,,,
20071,C,1000000,43.58833333333333,143.68,313,小利別,ショウトシベツ,Shotoshibetsu,2024-10-22 14:00:00,0.0,8,,,,,,
20146,C,11112110,43.47166666666666,143.75333333333333,210,陸別,リクベツ,Rikubetsu,2024-10-22 14:00:00,0.0,8,7.0,4,南西,4,19.4,4
20186,C,11112110,43.36666666666667,143.19166666666666,540,ぬかびら源泉郷,ヌカビラゲンセンキョウ,Nukabiragensenkyo,2024-10-22 14:00:00,0.0,8,2.9,4,南南東,4,17.8,4
20202,C,1000000,43.361666666666665,143.45833333333334,378,柏倉,カシワクラ,Kashiwakura,2024-10-22 14:00:00,0.0,8,,,,,,
20222,C,1000000,43.318333333333335,143.80166666666668,232,上螺湾,カミラワン,Kami-rawan,2024-10-22 14:00:00,0.0,8,,,,,,
20266,C,11112110,43.24166666666667,143.295,287,上士幌,カミシホロ,Kamishihoro,2024-10-22 14:00:00,0.0,8,4.9,4,南南西,4,16.7,4
20276,C,11112000,43.24333333333333,143.55333333333334,90,足寄,アショロ,Ashoro,2024-10-22 14:00:00,0.0,8,4.4,4,南南東,4,20.0,4
20331,C,1000000,43.115,143.44333333333333,104,押帯,オショップ,Oshoppu,2024-10-22 14:00:00,0.0,8,,,,,,
20341,C,11112110,43.13166666666667,143.6,67,本別,ホンベツ,Honbetsu,2024-10-22 14:00:00,0.0,8,4.5,4,南,4,21.0,4
20356,C,11112110,43.07666666666667,142.84,178,新得,シントク,Shintoku,2024-10-22 14:00:00,0.0,8,1.8,4,北北西,4,18.2,4
20361,C,11112000,43.10333333333333,142.995,206,鹿追,シカオイ,Shikaoi,2024-10-22 14:00:00,0.0,8,2.9,4,南東,4,18.7,4
20371,C,11112000,43.05,143.18333333333334,112,駒場,コマバ,Komaba,2024-10-22 14:00:00,0.0,8,2.6,4,南南東,4,18.1,4
20421,C,11112100,42.9,143.04333333333332,90,芽室,メムロ,Memuro,2024-10-22 14:00:00,0.0,8,1.9,4,西北西,4,18.5,4
20432,B,11111111,42.92166666666667,143.21166666666667,38,帯広,オビヒロ,Obihiro,2024-10-22 14:00:00,0.0,8,2.4,4,北北東,4,19.2,4
20441,C,11112000,42.92,143.45833333333334,42,池田,イケダ,Ikeda,2024-10-22 14:00:00,0.0,8,3.9,4,南南東,4,21.2,4
20451,C,1000000,42.91666666666666,143.66166666666666,40,留真,ルシン,Rushin,2024-10-22 14:00:00,0.0,8,,,,,,
20506,C,11112110,42.80833333333333,143.65666666666667,20,浦幌,ウラホロ,Urahoro,2024-10-22 14:00:00,0.0,8,5.8,4,南,4,19.9,4
20551,C,11110100,42.73333333333333,143.21666666666667,149,帯広泉,オビヒロイズミ：帯広空港,Obihiroizumi,2024-10-22 14:00:00,0.0,8,5.3,4,南南東,4,20.4,4
20556,C,11112000,42.78666666666667,143.32833333333335,70,糠内,ヌカナイ,Nukanai,2024-10-22 14:00:00,0.0,8,2.7,4,南南東,4,21.8,4
20601,C,11112110,42.641666666666666,143.09666666666666,251,上札内,カミサツナイ,Kami-satsunai,2024-10-22 14:00:00,0.0,8,5.2,4,南南東,4,19.6,4
20606,C,11112000,42.65166666666666,143.195,185,更別,サラベツ,Sarabetsu,2024-10-22 14:00:00,0.0,8,5.1,4,南南東,4,19.5,4
20631,C,11112000,42.68666666666667,143.64666666666668,4,大津,オオツ,Otsu,2024-10-22 14:00:00,0.0,8,7.3,4,南南西,4,19.3,4
20696,C,11112110,42.5,143.27333333333334,87,大樹,タイキ,Taiki,2024-10-22 14:00:00,,1,5.3,4,北西,4,12.1,4
20751,B,11111111,42.29333333333334,143.31666666666666,32,広尾,ヒロオ,Hiroo,2024-10-22 14:00:00,0.0,8,6.7,4,南,4,21.3,4
21031,C,1000100,42.815,141.82833333333335,33,安平,アビラ,Abira,2024-10-22 14:00:00,,1,,,,,,
21111,C,11112000,42.73,141.88833333333332,20,厚真,アツマ,Atsuma,2024-10-22 14:00:00,0.0,8,6.1,4,南南東,4,19.3,4
21126,C,11112110,42.76166666666667,142.14333333333337,56,穂別,ホベツ,Hobetsu,2024-10-22 14:00:00,0.0,8,3.8,4,南東,4,19.9,4
